# Program:featureCounts v2.0.6; Command:"featureCounts" "-Q" "20" "-s" "2" "-p" "-a" "/storage/projects/QUO1015788/ref/REF_cds.gtf" "-T" "5" "-F" "SAF" "-o" "/storage/projects/QUO1015788/2630_A_Rha/2630_A_Rha_cds" "/storage/projects/QUO1015788/2630_A_Rha/2630_A_Rha.sam" 
Geneid	Chr	Start	End	Strand	Length	/storage/projects/QUO1015788/2630_A_Rha/2630_A_Rha.sam
PFLU_2973	OV986001.1	3245272	3246151	-	880	46
PFLU_2974	OV986001.1	3246324	3246903	+	580	102
PFLU_2975	OV986001.1	3246899	3247955	-	1057	64
PFLU_2976	OV986001.1	3248021	3248687	-	667	58
PFLU_2977	OV986001.1	3248691	3248859	-	169	18
PFLU_2978	OV986001.1	3248882	3249185	-	304	102
PFLU_2979	OV986001.1	3249398	3249752	+	355	949
PFLU_2980	OV986001.1	3249922	3250573	+	652	350
PFLU_2981	OV986001.1	3250569	3251493	+	925	186
PFLU_2982	OV986001.1	3251570	3251801	+	232	12
PFLU_2983	OV986001.1	3251810	3252092	-	283	17
PFLU_2984	OV986001.1	3252234	3252420	-	187	108
PFLU_2985	OV986001.1	3252730	3253570	+	841	2015
PFLU_2986	OV986001.1	3253675	3255034	+	1360	824
PFLU_2987	OV986001.1	3255034	3256042	-	1009	69
PFLU_2988	OV986001.1	3256212	3257145	+	934	157
PFLU_2989	OV986001.1	3257289	3257853	+	565	1569
PFLU_2990	OV986001.1	3257980	3259546	+	1567	85
PFLU_2991	OV986001.1	3259596	3260118	-	523	608
PFLU_2991A	OV986001.1	3260313	3260850	+	538	84
PFLU_2993	OV986001.1	3260973	3261339	-	367	1063
PFLU_2994	OV986001.1	3261537	3263112	-	1576	145
PFLU_2995	OV986001.1	3263175	3264045	-	871	36
PFLU_2996	OV986001.1	3264047	3265046	+	1000	115
PFLU_2997	OV986001.1	3265290	3266367	+	1078	325
PFLU_2998	OV986001.1	3266426	3267329	-	904	89
PFLU_2999	OV986001.1	3267480	3268491	-	1012	672
PFLU_3000	OV986001.1	3268570	3269473	-	904	71
PFLU_3001	OV986001.1	3269574	3270279	+	706	40
PFLU_3002	OV986001.1	3270333	3271644	-	1312	443
PFLU_3003	OV986001.1	3271805	3272912	+	1108	183
PFLU_3004	OV986001.1	3273003	3274146	+	1144	172
PFLU_3005	OV986001.1	3274142	3275255	-	1114	6
PFLU_3006	OV986001.1	3275251	3276436	-	1186	2
PFLU_3007	OV986001.1	3276459	3277335	-	877	4
PFLU_3008	OV986001.1	3277437	3278409	-	973	19
PFLU_3009	OV986001.1	3278647	3279160	+	514	20
PFLU_3010	OV986001.1	3279156	3279849	-	694	61
PFLU_3011	OV986001.1	3279939	3280149	-	211	0
PFLU_3012	OV986001.1	3280150	3281578	-	1429	65
PFLU_3013	OV986001.1	3281618	3282272	+	655	20
PFLU_3014	OV986001.1	3282412	3283087	+	676	159
PFLU_3015	OV986001.1	3283349	3284750	-	1402	390
PFLU_3016	OV986001.1	3284908	3285274	-	367	228
PFLU_3017	OV986001.1	3285457	3289012	+	3556	1560
PFLU_3018	OV986001.1	3289012	3289843	+	832	270
PFLU_3019	OV986001.1	3289839	3290445	+	607	210
PFLU_3020	OV986001.1	3290438	3291632	+	1195	281
PFLU_3021	OV986001.1	3291711	3292089	+	379	126
PFLU_3022	OV986001.1	3292192	3296485	-	4294	434
PFLU_3023	OV986001.1	3296656	3298327	-	1672	474
PFLU_3024	OV986001.1	3298323	3299826	-	1504	811
PFLU_3025	OV986001.1	3299970	3301029	-	1060	259
PFLU_3026	OV986001.1	3301105	3301999	-	895	62
PFLU_3027	OV986001.1	3302199	3302967	+	769	315
PFLU_3028	OV986001.1	3302979	3304164	+	1186	173
PFLU_3029	OV986001.1	3304173	3305301	+	1129	165
PFLU_3030	OV986001.1	3305312	3306086	+	775	241
PFLU_3031	OV986001.1	3306181	3307330	-	1150	219
PFLU_3032	OV986001.1	3307333	3308437	-	1105	419
PFLU_3033	OV986001.1	3308578	3309367	-	790	26
PFLU_3034	OV986001.1	3309463	3309715	-	253	33
PFLU_3035	OV986001.1	3309869	3311492	-	1624	230
PFLU_3036	OV986001.1	3311495	3312887	-	1393	633
PFLU_3037	OV986001.1	3312883	3313297	-	415	49
PFLU_3038	OV986001.1	3313293	3313641	-	349	53
PFLU_3039	OV986001.1	3313637	3315293	-	1657	608
PFLU_3040	OV986001.1	3315289	3316174	-	886	538
PFLU_3041	OV986001.1	3316173	3318165	-	1993	2493
PFLU_3042	OV986001.1	3318167	3319193	-	1027	407
PFLU_3043	OV986001.1	3319606	3320431	+	826	185
PFLU_3044	OV986001.1	3320539	3321454	+	916	287
PFLU_3045	OV986001.1	3321877	3322735	-	859	51
PFLU_3046	OV986001.1	3322926	3324135	-	1210	84
PFLU_3047	OV986001.1	3324292	3325906	+	1615	67
PFLU_3048	OV986001.1	3325966	3326326	-	361	106
PFLU_3049	OV986001.1	3326425	3327175	+	751	86
PFLU_3050	OV986001.1	3327459	3327690	+	232	0
PFLU_3051.1	OV986001.1	3328203	3329052	-	850	169
PFLU_3051.2	OV986001.1	3329814	3330012	+	199	0
PFLU_3052	OV986001.1	3330650	3331577	-	928	501
PFLU_3053	OV986001.1	3331772	3332810	-	1039	483
PFLU_3054	OV986001.1	3333200	3334070	-	871	71
PFLU_3055	OV986001.1	3334066	3334687	-	622	75
PFLU_3056	OV986001.1	3334862	3335324	-	463	404
PFLU_3057	OV986001.1	3335502	3336375	+	874	314
PFLU_3058	OV986001.1	3336580	3336742	-	163	39
PFLU_3059	OV986001.1	3337507	3339184	-	1678	25
PFLU_3060	OV986001.1	3339260	3340514	-	1255	19
PFLU_3061	OV986001.1	3340606	3341911	-	1306	113
PFLU_3062	OV986001.1	3342037	3343369	-	1333	147
PFLU_3063	OV986001.1	3343413	3344496	-	1084	83
PFLU_3064	OV986001.1	3344661	3345552	+	892	315
PFLU_3065	OV986001.1	3345784	3347152	-	1369	46
PFLU_3066	OV986001.1	3347225	3348623	-	1399	64
PFLU_3067	OV986001.1	3348869	3349655	-	787	32
PFLU_3068	OV986001.1	3349751	3350657	+	907	92
PFLU_3069	OV986001.1	3350868	3351717	-	850	131
PFLU_3070	OV986001.1	3351729	3353022	-	1294	209
PFLU_3071	OV986001.1	3353078	3353501	-	424	151
PFLU_3072	OV986001.1	3353536	3354676	-	1141	398
PFLU_3073	OV986001.1	3354862	3355690	+	829	37
PFLU_3074	OV986001.1	3355836	3356583	+	748	18
PFLU_3075	OV986001.1	3356579	3357656	+	1078	29
PFLU_3076	OV986001.1	3357679	3357880	+	202	4
PFLU_3077	OV986001.1	3357900	3358299	+	400	10
PFLU_3078	OV986001.1	3358271	3359189	+	919	30
PFLU_3079	OV986001.1	3359201	3360143	-	943	17
PFLU_3080	OV986001.1	3360220	3361000	-	781	48
PFLU_3081	OV986001.1	3360996	3362604	-	1609	81
PFLU_3082	OV986001.1	3362666	3363275	-	610	38
PFLU_3083	OV986001.1	3363279	3363738	-	460	81
PFLU_3084	OV986001.1	3363749	3364793	-	1045	93
PFLU_3085	OV986001.1	3364802	3365597	-	796	96
PFLU_3086	OV986001.1	3365624	3367115	-	1492	72
PFLU_3087	OV986001.1	3367126	3368668	-	1543	119
PFLU_3088	OV986001.1	3368860	3369664	+	805	252
PFLU_3089	OV986001.1	3369674	3371000	-	1327	9
PFLU_3090	OV986001.1	3371003	3372434	-	1432	10
PFLU_3091	OV986001.1	3372525	3374037	-	1513	18
PFLU_3092	OV986001.1	3374321	3376373	+	2053	34
PFLU_3093	OV986001.1	3376438	3377932	+	1495	36
PFLU_3094	OV986001.1	3377928	3379377	-	1450	12
PFLU_3095	OV986001.1	3379591	3380560	-	970	243
PFLU_3096	OV986001.1	3380870	3382130	+	1261	130
PFLU_3097	OV986001.1	3382157	3383612	+	1456	42
PFLU_3098	OV986001.1	3383694	3384258	+	565	4
PFLU_3099	OV986001.1	3384323	3385294	-	972	12
PFLU_3101	OV986001.1	3385406	3387407	-	2002	209
PFLU_3102	OV986001.1	3387578	3388511	-	934	101
PFLU_3103	OV986001.1	3388740	3389943	+	1204	426
PFLU_3104	OV986001.1	3389930	3395369	+	5440	1310
PFLU_3105	OV986001.1	3395580	3396450	+	871	706
PFLU_3106	OV986001.1	3396760	3398116	-	1357	65
PFLU_3107	OV986001.1	3398238	3398727	-	490	56
PFLU_3108	OV986001.1	3398834	3400103	+	1270	112
PFLU_3109	OV986001.1	3400167	3400548	+	382	64
PFLU_3110	OV986001.1	3400653	3402633	+	1981	1042
PFLU_3111	OV986001.1	3402610	3403513	-	904	51
PFLU_3113	OV986001.1	3403622	3404063	+	442	62
PFLU_3114	OV986001.1	3404183	3404759	+	577	135
PFLU_3115	OV986001.1	3404730	3406230	-	1501	33
PFLU_3116	OV986001.1	3406245	3407238	-	994	30
PFLU_3117	OV986001.1	3407259	3408192	-	934	61
PFLU_3118	OV986001.1	3408226	3409204	-	979	60
PFLU_3119	OV986001.1	3409196	3410726	-	1531	124
PFLU_3120	OV986001.1	3410890	3411442	-	553	16
PFLU_3121	OV986001.1	3411624	3412302	+	679	4
PFLU_3122	OV986001.1	3412291	3413770	+	1480	4
PFLU_3123	OV986001.1	3413766	3414441	+	676	4
PFLU_3124	OV986001.1	3414427	3415237	+	811	9
PFLU_3125	OV986001.1	3415233	3415878	+	646	13
PFLU_3126	OV986001.1	3415890	3416553	+	664	55
PFLU_3127	OV986001.1	3416549	3417917	+	1369	74
PFLU_3128	OV986001.1	3418254	3419649	+	1396	67
PFLU_3129	OV986001.1	3419633	3420017	+	385	4
PFLU_3130	OV986001.1	3420026	3421256	+	1231	13
PFLU_3131	OV986001.1	3421339	3422692	+	1354	23
PFLU_3131A	OV986001.1	3422688	3422814	+	127	0
PFLU_3133	OV986001.1	3422828	3423041	-	214	52
PFLU_3134	OV986001.1	3423126	3423675	-	550	105
PFLU_3135	OV986001.1	3424092	3425502	+	1411	79
PFLU_3136	OV986001.1	3425504	3426455	+	952	38
PFLU_3137	OV986001.1	3426451	3427432	-	982	42
PFLU_3138	OV986001.1	3427472	3429728	-	2257	361
PFLU_3139	OV986001.1	3429724	3431371	-	1648	788
PFLU_3140	OV986001.1	3431556	3431781	+	226	313
PFLU_3141	OV986001.1	3431909	3433319	-	1411	184
PFLU_3142	OV986001.1	3433355	3434690	-	1336	172
PFLU_3143	OV986001.1	3434686	3436000	-	1315	273
PFLU_3144	OV986001.1	3435996	3437748	-	1753	288
PFLU_3145	OV986001.1	3437851	3438226	-	376	116
PFLU_3146	OV986001.1	3438269	3439703	-	1435	3977
PFLU_3147	OV986001.1	3440068	3441172	-	1105	19
PFLU_3148	OV986001.1	3441181	3442546	-	1366	4
PFLU_3149	OV986001.1	3442745	3443531	+	787	71
PFLU_3150	OV986001.1	3443831	3444911	-	1081	14
PFLU_3151	OV986001.1	3444971	3445313	-	343	10
PFLU_3152	OV986001.1	3445339	3446746	-	1408	32
PFLU_3153	OV986001.1	3446795	3447605	-	811	62
PFLU_3154	OV986001.1	3447866	3448139	+	274	1044
PFLU_3155	OV986001.1	3448215	3450663	-	2449	904
PFLU_3156	OV986001.1	3450882	3451578	+	697	27
PFLU_3157	OV986001.1	3451725	3453372	-	1648	1595
PFLU_3158	OV986001.1	3453478	3454885	-	1408	35
PFLU_3159	OV986001.1	3454881	3456306	-	1426	41
PFLU_3160	OV986001.1	3457009	3458032	-	1024	1477
PFLU_3161	OV986001.1	3458279	3459194	+	916	242
PFLU_3162	OV986001.1	3459675	3459882	+	208	15
PFLU_3163	OV986001.1	3459998	3460271	-	274	48
PFLU_3165	OV986001.1	3460514	3461204	+	691	80
PFLU_3166	OV986001.1	3461214	3461598	+	385	161
PFLU_3167	OV986001.1	3461654	3462041	+	388	42
PFLU_3168	OV986001.1	3462085	3462535	+	451	50
PFLU_3169	OV986001.1	3462591	3463170	+	580	139
PFLU_3170	OV986001.1	3463166	3463346	-	181	7
PFLU_3171	OV986001.1	3463477	3464221	-	745	53
PFLU_3172	OV986001.1	3464289	3465393	-	1105	33
PFLU_3173	OV986001.1	3465444	3466026	-	583	55
PFLU_3174	OV986001.1	3466132	3466426	+	295	12
PFLU_3175	OV986001.1	3466538	3467210	+	673	232
PFLU_3176	OV986001.1	3467243	3468446	-	1204	374
PFLU_3177	OV986001.1	3468741	3469413	+	673	310
PFLU_3178	OV986001.1	3469409	3470075	+	667	316
PFLU_3179	OV986001.1	3470071	3470686	-	616	614
PFLU_3179A	OV986001.1	3470807	3471683	+	877	84
PFLU_3181	OV986001.1	3471755	3472214	-	460	20
PFLU_3182	OV986001.1	3472424	3473444	-	1021	68
PFLU_3183	OV986001.1	3473513	3473897	-	385	68
PFLU_3184	OV986001.1	3473965	3475006	-	1042	82
PFLU_3185	OV986001.1	3475118	3475508	+	391	224
PFLU_3186	OV986001.1	3475664	3477395	-	1732	30
PFLU_3187	OV986001.1	3477578	3478838	-	1261	80
PFLU_3188	OV986001.1	3478950	3479376	-	427	21
PFLU_3190	OV986001.1	3480314	3481064	-	751	68
PFLU_3191	OV986001.1	3481070	3493412	-	12343	155
PFLU_3192	OV986001.1	3493445	3495167	-	1723	30
PFLU_3193	OV986001.1	3495725	3498404	-	2680	207
PFLU_3194	OV986001.1	3498479	3499205	-	727	81
PFLU_3195	OV986001.1	3499234	3500680	-	1447	288
PFLU_3196	OV986001.1	3500676	3501546	-	871	116
PFLU_3197	OV986001.1	3501533	3501965	-	433	64
PFLU_3198	OV986001.1	3502011	3503841	-	1831	449
PFLU_3199	OV986001.1	3503871	3505092	-	1222	289
PFLU_3200	OV986001.1	3505088	3505322	-	235	23
PFLU_3201	OV986001.1	3505365	3506394	-	1030	275
PFLU_3202	OV986001.1	3506450	3507347	-	898	89
PFLU_3203	OV986001.1	3507497	3508079	+	583	38
PFLU_3204	OV986001.1	3508355	3509291	-	937	24
PFLU_3205	OV986001.1	3509385	3509817	+	433	16
PFLU_3206	OV986001.1	3509859	3510918	+	1060	49
PFLU_3207	OV986001.1	3510998	3511868	+	871	36
PFLU_3208	OV986001.1	3512048	3513566	+	1519	192
PFLU_3209	OV986001.1	3513642	3514236	+	595	60
PFLU_3210	OV986001.1	3514299	3514962	+	664	96
PFLU_3211	OV986001.1	3514958	3516215	+	1258	172
PFLU_3212	OV986001.1	3516233	3517526	+	1294	127
PFLU_3213	OV986001.1	3517553	3519236	+	1684	57
PFLU_3214	OV986001.1	3519232	3519823	+	592	20
PFLU_3215	OV986001.1	3519857	3522968	-	3112	49
PFLU_3216	OV986001.1	3522969	3524109	-	1141	304
PFLU_3217	OV986001.1	3524173	3525658	-	1486	43
PFLU_3218	OV986001.1	3525706	3527767	-	2062	135
PFLU_3219	OV986001.1	3528014	3529001	+	988	43
PFLU_3220	OV986001.1	3529009	3532381	+	3373	67
PFLU_3221	OV986001.1	3532377	3533445	+	1069	24
PFLU_3222	OV986001.1	3533479	3536491	+	3013	61
PFLU_3223	OV986001.1	3536537	3550448	+	13912	222
PFLU_3224	OV986001.1	3550487	3560567	+	10081	216
PFLU_3225	OV986001.1	3560563	3564310	+	3748	127
PFLU_3226	OV986001.1	3564310	3565942	+	1633	78
PFLU_3227	OV986001.1	3565932	3566616	-	685	294
PFLU_3228	OV986001.1	3566815	3568519	+	1705	185
PFLU_3229	OV986001.1	3569530	3570673	+	1144	3224
PFLU_3230	OV986001.1	3570738	3571947	-	1210	172
PFLU_3231	OV986001.1	3571946	3573365	-	1420	271
PFLU_3232	OV986001.1	3573361	3575728	-	2368	835
PFLU_3233	OV986001.1	3575724	3576312	-	589	114
PFLU_3234	OV986001.1	3576262	3577429	-	1168	453
PFLU_3235	OV986001.1	3577431	3578397	-	967	686
PFLU_3236	OV986001.1	3578405	3578855	-	451	239
PFLU_3237	OV986001.1	3579001	3579388	+	388	97
PFLU_3238	OV986001.1	3579394	3579826	-	433	100
PFLU_3239	OV986001.1	3579907	3580369	+	463	55
PFLU_3240	OV986001.1	3580365	3580977	+	613	30
PFLU_3241	OV986001.1	3581367	3581766	-	400	288
PFLU_3242	OV986001.1	3581781	3582582	-	802	501
PFLU_3242A	OV986001.1	3582761	3583019	-	259	294
PFLU_3243	OV986001.1	3583369	3583954	-	586	129
PFLU_3244	OV986001.1	3583950	3584211	-	262	339
PFLU_3245	OV986001.1	3584394	3584826	-	433	231
PFLU_3246	OV986001.1	3584825	3597002	-	12178	342
PFLU_3247	OV986001.1	3597035	3598757	-	1723	6
PFLU_3248	OV986001.1	3599317	3599617	+	301	107
PFLU_3249	OV986001.1	3599598	3601101	+	1504	447
PFLU_3250	OV986001.1	3601100	3602336	+	1237	186
PFLU_3251	OV986001.1	3602332	3602938	+	607	165
PFLU_3252	OV986001.1	3603172	3603457	+	286	123
PFLU_3253	OV986001.1	3603619	3604564	+	946	264
PFLU_3254	OV986001.1	3604645	3604756	+	112	71
PFLU_3255	OV986001.1	3604903	3606034	+	1132	122
PFLU_3256	OV986001.1	3606049	3607216	-	1168	277
PFLU_3257	OV986001.1	3607290	3608061	+	772	128
PFLU_3258	OV986001.1	3608214	3610032	-	1819	106
PFLU_3259	OV986001.1	3610166	3610568	-	403	9
PFLU_3260	OV986001.1	3610625	3611507	-	883	112
PFLU_3261	OV986001.1	3611619	3612534	+	916	10
PFLU_3262	OV986001.1	3612513	3613986	-	1474	25
PFLU_3263	OV986001.1	3613994	3615227	-	1234	11
PFLU_3264	OV986001.1	3615237	3616170	-	934	17
PFLU_3265	OV986001.1	3616238	3617231	-	994	73
PFLU_3267	OV986001.1	3617399	3617834	-	436	81
PFLU_3268	OV986001.1	3618006	3618912	-	907	115
PFLU_3269	OV986001.1	3619091	3619760	+	670	175
PFLU_3270	OV986001.1	3619756	3620527	+	772	426
PFLU_3271	OV986001.1	3620532	3621993	+	1462	541
PFLU_3272	OV986001.1	3622043	3622901	+	859	255
PFLU_3273	OV986001.1	3622946	3623339	+	394	26
PFLU_3274	OV986001.1	3623389	3624694	+	1306	65
PFLU_3275	OV986001.1	3624707	3625511	+	805	48
PFLU_3276	OV986001.1	3625525	3626329	+	805	39
PFLU_3277	OV986001.1	3626757	3627180	-	424	101
PFLU_3278	OV986001.1	3627417	3628716	+	1300	48
PFLU_3279	OV986001.1	3628747	3629113	+	367	16
PFLU_3280	OV986001.1	3629170	3629830	+	661	63
PFLU_3281	OV986001.1	3629876	3630737	+	862	3
PFLU_3282	OV986001.1	3630729	3631530	+	802	6
PFLU_3283	OV986001.1	3631555	3632293	+	739	18
PFLU_3284	OV986001.1	3632915	3633500	-	586	21
PFLU_3285	OV986001.1	3633514	3634477	-	964	2642
PFLU_3286	OV986001.1	3634593	3635214	-	622	51
PFLU_3287	OV986001.1	3635158	3636658	-	1501	44
PFLU_3288	OV986001.1	3636960	3638289	+	1330	29
PFLU_3289	OV986001.1	3638717	3639647	-	931	52
PFLU_3290	OV986001.1	3639704	3640874	-	1171	280
PFLU_3291	OV986001.1	3641136	3642624	+	1489	221
PFLU_3292	OV986001.1	3643045	3644089	-	1045	14
PFLU_3293	OV986001.1	3644325	3645387	+	1063	27
PFLU_3294	OV986001.1	3645416	3646367	+	952	16
PFLU_3295	OV986001.1	3646373	3647087	-	715	315
PFLU_3296	OV986001.1	3647162	3648911	-	1750	24
PFLU_3297	OV986001.1	3648941	3650183	-	1243	16
PFLU_3298	OV986001.1	3650179	3651949	-	1771	72
PFLU_3299	OV986001.1	3652117	3653566	-	1450	61
PFLU_3300	OV986001.1	3653642	3654473	-	832	155
PFLU_3301	OV986001.1	3654685	3655174	+	490	43
PFLU_3302	OV986001.1	3655179	3656505	-	1327	10
PFLU_3303	OV986001.1	3656813	3658022	+	1210	40
PFLU_3304	OV986001.1	3657999	3658947	-	949	24
PFLU_3305	OV986001.1	3659028	3659796	-	769	18
PFLU_3306	OV986001.1	3659885	3661361	-	1477	4
PFLU_3307	OV986001.1	3661630	3663391	+	1762	39
PFLU_3308	OV986001.1	3663489	3664101	+	613	447
PFLU_3309	OV986001.1	3664294	3665398	-	1105	24
PFLU_3310	OV986001.1	3665438	3666842	-	1405	27
PFLU_3311	OV986001.1	3666891	3668130	-	1240	82
PFLU_3312	OV986001.1	3668395	3669001	+	607	96
PFLU_3313	OV986001.1	3669061	3669652	-	592	376
PFLU_3314	OV986001.1	3669651	3670374	-	724	418
PFLU_3315	OV986001.1	3670381	3671200	-	820	44
PFLU_3316	OV986001.1	3671219	3672113	-	895	21
PFLU_3317	OV986001.1	3672109	3673078	-	970	26
PFLU_3318	OV986001.1	3673151	3674180	-	1030	34
PFLU_3319	OV986001.1	3674364	3675282	+	919	16
PFLU_3320	OV986001.1	3675411	3675903	+	493	4
PFLU_3321	OV986001.1	3675918	3677982	-	2065	363
PFLU_3322	OV986001.1	3678236	3679001	-	766	119
PFLU_3323	OV986001.1	3679188	3680814	+	1627	12
PFLU_3324	OV986001.1	3680828	3681755	+	928	10
PFLU_3325	OV986001.1	3681797	3682745	+	949	29
PFLU_3326	OV986001.1	3682804	3684376	+	1573	15
PFLU_3327	OV986001.1	3684379	3685618	+	1240	33
PFLU_3328	OV986001.1	3685790	3686930	-	1141	109
PFLU_3329	OV986001.1	3687112	3687739	-	628	127
PFLU_3330	OV986001.1	3688449	3689355	+	907	54
PFLU_3331	OV986001.1	3689430	3690258	+	829	135
PFLU_3332	OV986001.1	3690287	3691049	+	763	300
PFLU_3333	OV986001.1	3691090	3691336	+	247	39
PFLU_3334	OV986001.1	3691495	3692086	-	592	207
PFLU_3335	OV986001.1	3692252	3693353	+	1102	168
PFLU_3336	OV986001.1	3693405	3694194	+	790	67
PFLU_3338	OV986001.1	3694502	3695501	+	1000	51
PFLU_3339	OV986001.1	3695550	3696375	+	826	19
PFLU_3341	OV986001.1	3696916	3697621	-	706	241
PFLU_3342	OV986001.1	3697634	3698327	-	694	203
PFLU_3342A	OV986001.1	3698625	3699423	-	799	282
PFLU_3343	OV986001.1	3699729	3700470	+	742	890
PFLU_3344	OV986001.1	3700515	3701067	+	553	212
PFLU_3345	OV986001.1	3701092	3701497	-	406	26
PFLU_3345A	OV986001.1	3701869	3702481	-	613	41
PFLU_3346	OV986001.1	3702526	3702853	-	328	4
PFLU_3347	OV986001.1	3702878	3703850	+	973	16
PFLU_3348	OV986001.1	3703995	3704670	-	676	78
PFLU_3349	OV986001.1	3704666	3705125	-	460	101
PFLU_3350	OV986001.1	3705357	3705951	-	595	45
PFLU_3351	OV986001.1	3706275	3707979	-	1705	152
PFLU_3352	OV986001.1	3708168	3708336	-	169	17
PFLU_3353	OV986001.1	3708880	3711166	-	2287	160
PFLU_3354	OV986001.1	3711403	3711784	+	382	7
PFLU_3355	OV986001.1	3711799	3711988	-	190	112
PFLU_3356	OV986001.1	3712110	3713037	-	928	125
PFLU_3357	OV986001.1	3713155	3714151	+	997	11
PFLU_3358	OV986001.1	3714452	3716447	+	1996	13
PFLU_3359	OV986001.1	3716537	3716996	+	460	232
PFLU_3360	OV986001.1	3717106	3717553	+	448	114
PFLU_3361	OV986001.1	3717549	3717993	+	445	48
PFLU_3362	OV986001.1	3718037	3719039	+	1003	159
PFLU_3363	OV986001.1	3719065	3720019	+	955	237
PFLU_3364	OV986001.1	3720606	3722076	+	1471	2200
PFLU_3365	OV986001.1	3722096	3723842	+	1747	1297
PFLU_3366	OV986001.1	3723838	3725923	+	2086	1434
PFLU_3367	OV986001.1	3725919	3728670	+	2752	2169
PFLU_3369	OV986001.1	3729085	3731245	+	2161	889
PFLU_3370	OV986001.1	3731228	3732245	+	1018	160
PFLU_3371	OV986001.1	3732241	3733000	+	760	87
PFLU_3372	OV986001.1	3732996	3733596	+	601	67
PFLU_3373	OV986001.1	3733592	3734252	+	661	65
PFLU_3374	OV986001.1	3734420	3735191	+	772	209
PFLU_3375	OV986001.1	3735294	3736725	-	1432	47
PFLU_3376	OV986001.1	3736780	3737815	-	1036	3
PFLU_3377	OV986001.1	3737936	3738428	+	493	257
PFLU_3378	OV986001.1	3738600	3740763	+	2164	54
PFLU_3379	OV986001.1	3740942	3742439	+	1498	4
PFLU_3380	OV986001.1	3742452	3743322	-	871	26
PFLU_3381	OV986001.1	3743582	3744458	+	877	61
PFLU_3382	OV986001.1	3744727	3745663	+	937	11
PFLU_3383	OV986001.1	3745812	3747150	+	1339	22
PFLU_3384	OV986001.1	3747280	3747733	+	454	47
PFLU_3385	OV986001.1	3747901	3748258	+	358	276
PFLU_3386	OV986001.1	3748604	3749096	+	493	400
PFLU_3387	OV986001.1	3749156	3749399	-	244	2
PFLU_3388	OV986001.1	3749655	3751365	+	1711	78
PFLU_3389	OV986001.1	3751684	3752128	+	445	73
PFLU_3390	OV986001.1	3752225	3752705	+	481	35
PFLU_3391	OV986001.1	3752701	3754333	+	1633	274
PFLU_3392	OV986001.1	3754352	3755417	+	1066	147
PFLU_3393	OV986001.1	3755413	3755839	+	427	50
PFLU_3394	OV986001.1	3756067	3756799	+	733	153
PFLU_3395	OV986001.1	3756911	3757322	-	412	129
PFLU_3396	OV986001.1	3757685	3757961	-	277	8
PFLU_3397	OV986001.1	3758036	3758504	-	469	16
PFLU_3398	OV986001.1	3758711	3759140	+	430	80
PFLU_3399	OV986001.1	3760027	3760987	+	961	482
PFLU_3400	OV986001.1	3761302	3761485	-	184	48
PFLU_3401	OV986001.1	3761868	3762351	+	484	112
PFLU_3402	OV986001.1	3762347	3763244	-	898	79
PFLU_3403	OV986001.1	3763452	3764844	+	1393	1083
PFLU_3405	OV986001.1	3765136	3766000	+	865	141
PFLU_3406	OV986001.1	3766117	3767494	+	1378	611
PFLU_3407	OV986001.1	3767490	3768657	+	1168	484
PFLU_3408	OV986001.1	3768897	3771096	-	2200	1132
PFLU_3409	OV986001.1	3771259	3772825	+	1567	29
PFLU_3410	OV986001.1	3772903	3774307	-	1405	154
PFLU_3411	OV986001.1	3774437	3774914	+	478	58
PFLU_3412	OV986001.1	3775100	3776378	+	1279	209
PFLU_3413	OV986001.1	3776419	3777253	+	835	132
PFLU_3414	OV986001.1	3777301	3778027	+	727	141
PFLU_3415	OV986001.1	3778083	3778644	+	562	78
PFLU_3416	OV986001.1	3778653	3778902	-	250	4
PFLU_3417	OV986001.1	3779142	3779835	-	694	51
PFLU_3418	OV986001.1	3779976	3780540	+	565	163
PFLU_3419	OV986001.1	3780730	3781786	+	1057	41
PFLU_3420	OV986001.1	3781796	3782573	+	778	2
PFLU_3421	OV986001.1	3782575	3783457	+	883	4
PFLU_3422	OV986001.1	3783479	3784547	+	1069	0
PFLU_3423	OV986001.1	3784575	3785907	+	1333	27
PFLU_3424	OV986001.1	3786437	3786800	-	364	2
PFLU_3425	OV986001.1	3786799	3789349	-	2551	20
PFLU_3426	OV986001.1	3789908	3793910	+	4003	14
PFLU_3427	OV986001.1	3794060	3795998	+	1939	12
PFLU_3428	OV986001.1	3797214	3797967	-	754	105
PFLU_3429	OV986001.1	3797987	3798467	-	481	75
PFLU_3430	OV986001.1	3798560	3799592	-	1033	182
PFLU_3431	OV986001.1	3799766	3800180	+	415	299
PFLU_3432	OV986001.1	3800176	3801469	+	1294	1161
PFLU_3433	OV986001.1	3801566	3802508	-	943	117
PFLU_3434	OV986001.1	3802600	3803575	+	976	30
PFLU_3435	OV986001.1	3803685	3804606	+	922	4577
PFLU_3436	OV986001.1	3804643	3806047	-	1405	47
PFLU_3437	OV986001.1	3806190	3806721	-	532	31
PFLU_3438	OV986001.1	3806875	3808378	+	1504	723
PFLU_3439	OV986001.1	3808431	3808938	+	508	191
PFLU_3440	OV986001.1	3808912	3809860	-	949	153
PFLU_3441	OV986001.1	3810001	3811024	+	1024	5
PFLU_3442	OV986001.1	3811020	3812223	+	1204	12
PFLU_3443	OV986001.1	3812174	3812564	-	391	0
PFLU_3444	OV986001.1	3812598	3815172	+	2575	34
