# Program:featureCounts v2.0.6; Command:"featureCounts" "-Q" "20" "-s" "2" "-p" "-a" "/storage/projects/QUO1015788/ref/REF_cds.gtf" "-T" "5" "-F" "SAF" "-o" "/storage/projects/QUO1015788/2630_6/2630_6_cds" "/storage/projects/QUO1015788/2630_6/2630_6.sam" 
Geneid	Chr	Start	End	Strand	Length	/storage/projects/QUO1015788/2630_6/2630_6.sam
PFLU_2927	OV986001.1	3190902	3192135	-	1234	140
PFLU_2928	OV986001.1	3192302	3193298	-	997	90
PFLU_2929	OV986001.1	3193960	3195376	-	1417	33
PFLU_2930	OV986001.1	3195372	3198552	-	3181	73
PFLU_2931	OV986001.1	3198567	3199809	-	1243	11
PFLU_2932	OV986001.1	3200020	3200548	-	529	14
PFLU_2933	OV986001.1	3200645	3201560	-	916	89
PFLU_2934	OV986001.1	3201666	3202482	+	817	66
PFLU_2935	OV986001.1	3202558	3203530	+	973	28
PFLU_2936	OV986001.1	3203539	3204049	-	511	98
PFLU_2937	OV986001.1	3204045	3206361	-	2317	317
PFLU_2938	OV986001.1	3206357	3207011	-	655	36
PFLU_2939	OV986001.1	3207007	3208159	-	1153	162
PFLU_2940	OV986001.1	3208362	3208881	+	520	5
PFLU_2941	OV986001.1	3208938	3211014	-	2077	1135
PFLU_2942	OV986001.1	3211065	3211455	-	391	250
PFLU_2943	OV986001.1	3211738	3213079	+	1342	37
PFLU_2944	OV986001.1	3213082	3214705	-	1624	29
PFLU_2945	OV986001.1	3214701	3215601	-	901	13
PFLU_2946	OV986001.1	3215604	3216555	-	952	10
PFLU_2947	OV986001.1	3216551	3218162	-	1612	28
PFLU_2948	OV986001.1	3218224	3220657	-	2434	23
PFLU_2949	OV986001.1	3220938	3221265	-	328	20
PFLU_2949A	OV986001.1	3221804	3222425	+	622	72
PFLU_2949B	OV986001.1	3223149	3223590	-	442	105
PFLU_2950	OV986001.1	3223700	3224027	-	328	191
PFLU_2950A	OV986001.1	3224250	3224676	+	427	65
PFLU_2951	OV986001.1	3225066	3225393	-	328	196
PFLU_2952	OV986001.1	3225542	3226070	-	529	232
PFLU_2953	OV986001.1	3226195	3226885	+	691	18
PFLU_2955	OV986001.1	3227631	3228453	-	823	9
PFLU_2956	OV986001.1	3228471	3228864	-	394	4
PFLU_2957	OV986001.1	3228884	3231620	-	2737	77
PFLU_2958	OV986001.1	3232323	3232935	-	613	34
PFLU_2959	OV986001.1	3233008	3233800	-	793	60
PFLU_2960	OV986001.1	3233843	3234314	-	472	75
PFLU_2961	OV986001.1	3234327	3235611	-	1285	103
PFLU_2962	OV986001.1	3235813	3236077	+	265	52
PFLU_2963	OV986001.1	3236148	3236844	+	697	140
PFLU_2964	OV986001.1	3236840	3237152	+	313	33
PFLU_2965	OV986001.1	3237209	3237680	+	472	92
PFLU_2966	OV986001.1	3237823	3238528	-	706	76
PFLU_2967	OV986001.1	3238597	3240220	-	1624	198
PFLU_2968	OV986001.1	3240344	3241382	-	1039	104
PFLU_2969	OV986001.1	3241460	3242546	-	1087	239
PFLU_2970	OV986001.1	3242545	3243226	-	682	118
PFLU_2971	OV986001.1	3243226	3243985	-	760	630
PFLU_2972	OV986001.1	3244104	3245163	-	1060	557
PFLU_2973	OV986001.1	3245272	3246151	-	880	44
PFLU_2974	OV986001.1	3246324	3246903	+	580	86
PFLU_2975	OV986001.1	3246899	3247955	-	1057	124
PFLU_2976	OV986001.1	3248021	3248687	-	667	173
PFLU_2977	OV986001.1	3248691	3248859	-	169	26
PFLU_2978	OV986001.1	3248882	3249185	-	304	223
PFLU_2979	OV986001.1	3249398	3249752	+	355	481
PFLU_2980	OV986001.1	3249922	3250573	+	652	259
PFLU_2981	OV986001.1	3250569	3251493	+	925	232
PFLU_2982	OV986001.1	3251570	3251801	+	232	26
PFLU_2983	OV986001.1	3251810	3252092	-	283	18
PFLU_2984	OV986001.1	3252234	3252420	-	187	82
PFLU_2985	OV986001.1	3252730	3253570	+	841	1824
PFLU_2986	OV986001.1	3253675	3255034	+	1360	1255
PFLU_2987	OV986001.1	3255034	3256042	-	1009	125
PFLU_2988	OV986001.1	3256212	3257145	+	934	210
PFLU_2989	OV986001.1	3257289	3257853	+	565	3392
PFLU_2990	OV986001.1	3257980	3259546	+	1567	148
PFLU_2991	OV986001.1	3259596	3260118	-	523	1758
PFLU_2991A	OV986001.1	3260313	3260850	+	538	128
PFLU_2993	OV986001.1	3260973	3261339	-	367	1463
PFLU_2994	OV986001.1	3261537	3263112	-	1576	332
PFLU_2995	OV986001.1	3263175	3264045	-	871	52
PFLU_2996	OV986001.1	3264047	3265046	+	1000	275
PFLU_2997	OV986001.1	3265290	3266367	+	1078	753
PFLU_2998	OV986001.1	3266426	3267329	-	904	144
PFLU_2999	OV986001.1	3267480	3268491	-	1012	1480
PFLU_3000	OV986001.1	3268570	3269473	-	904	90
PFLU_3001	OV986001.1	3269574	3270279	+	706	25
PFLU_3002	OV986001.1	3270333	3271644	-	1312	814
PFLU_3003	OV986001.1	3271805	3272912	+	1108	274
PFLU_3004	OV986001.1	3273003	3274146	+	1144	391
PFLU_3005	OV986001.1	3274142	3275255	-	1114	20
PFLU_3006	OV986001.1	3275251	3276436	-	1186	0
PFLU_3007	OV986001.1	3276459	3277335	-	877	1
PFLU_3008	OV986001.1	3277437	3278409	-	973	5
PFLU_3009	OV986001.1	3278647	3279160	+	514	41
PFLU_3010	OV986001.1	3279156	3279849	-	694	68
PFLU_3011	OV986001.1	3279939	3280149	-	211	0
PFLU_3012	OV986001.1	3280150	3281578	-	1429	99
PFLU_3013	OV986001.1	3281618	3282272	+	655	38
PFLU_3014	OV986001.1	3282412	3283087	+	676	167
PFLU_3015	OV986001.1	3283349	3284750	-	1402	621
PFLU_3016	OV986001.1	3284908	3285274	-	367	193
PFLU_3017	OV986001.1	3285457	3289012	+	3556	2729
PFLU_3018	OV986001.1	3289012	3289843	+	832	472
PFLU_3019	OV986001.1	3289839	3290445	+	607	458
PFLU_3020	OV986001.1	3290438	3291632	+	1195	509
PFLU_3021	OV986001.1	3291711	3292089	+	379	168
PFLU_3022	OV986001.1	3292192	3296485	-	4294	751
PFLU_3023	OV986001.1	3296656	3298327	-	1672	671
PFLU_3024	OV986001.1	3298323	3299826	-	1504	685
PFLU_3025	OV986001.1	3299970	3301029	-	1060	391
PFLU_3026	OV986001.1	3301105	3301999	-	895	159
PFLU_3027	OV986001.1	3302199	3302967	+	769	678
PFLU_3028	OV986001.1	3302979	3304164	+	1186	536
PFLU_3029	OV986001.1	3304173	3305301	+	1129	745
PFLU_3030	OV986001.1	3305312	3306086	+	775	487
PFLU_3031	OV986001.1	3306181	3307330	-	1150	435
PFLU_3032	OV986001.1	3307333	3308437	-	1105	593
PFLU_3033	OV986001.1	3308578	3309367	-	790	15
PFLU_3034	OV986001.1	3309463	3309715	-	253	53
PFLU_3035	OV986001.1	3309869	3311492	-	1624	402
PFLU_3036	OV986001.1	3311495	3312887	-	1393	962
PFLU_3037	OV986001.1	3312883	3313297	-	415	39
PFLU_3038	OV986001.1	3313293	3313641	-	349	56
PFLU_3039	OV986001.1	3313637	3315293	-	1657	711
PFLU_3040	OV986001.1	3315289	3316174	-	886	767
PFLU_3041	OV986001.1	3316173	3318165	-	1993	4022
PFLU_3042	OV986001.1	3318167	3319193	-	1027	399
PFLU_3043	OV986001.1	3319606	3320431	+	826	249
PFLU_3044	OV986001.1	3320539	3321454	+	916	284
PFLU_3045	OV986001.1	3321877	3322735	-	859	87
PFLU_3046	OV986001.1	3322926	3324135	-	1210	100
PFLU_3047	OV986001.1	3324292	3325906	+	1615	76
PFLU_3048	OV986001.1	3325966	3326326	-	361	87
PFLU_3049	OV986001.1	3326425	3327175	+	751	165
PFLU_3050	OV986001.1	3327459	3327690	+	232	2
PFLU_3051.1	OV986001.1	3328203	3329052	-	850	161
PFLU_3051.2	OV986001.1	3329814	3330012	+	199	0
PFLU_3052	OV986001.1	3330650	3331577	-	928	652
PFLU_3053	OV986001.1	3331772	3332810	-	1039	613
PFLU_3054	OV986001.1	3333200	3334070	-	871	35
PFLU_3055	OV986001.1	3334066	3334687	-	622	47
PFLU_3056	OV986001.1	3334862	3335324	-	463	200
PFLU_3057	OV986001.1	3335502	3336375	+	874	376
PFLU_3058	OV986001.1	3336580	3336742	-	163	33
PFLU_3059	OV986001.1	3337507	3339184	-	1678	53
PFLU_3060	OV986001.1	3339260	3340514	-	1255	15
PFLU_3061	OV986001.1	3340606	3341911	-	1306	65
PFLU_3062	OV986001.1	3342037	3343369	-	1333	161
PFLU_3063	OV986001.1	3343413	3344496	-	1084	69
PFLU_3064	OV986001.1	3344661	3345552	+	892	429
PFLU_3065	OV986001.1	3345784	3347152	-	1369	112
PFLU_3066	OV986001.1	3347225	3348623	-	1399	70
PFLU_3067	OV986001.1	3348869	3349655	-	787	31
PFLU_3068	OV986001.1	3349751	3350657	+	907	230
PFLU_3069	OV986001.1	3350868	3351717	-	850	303
PFLU_3070	OV986001.1	3351729	3353022	-	1294	422
PFLU_3071	OV986001.1	3353078	3353501	-	424	424
PFLU_3072	OV986001.1	3353536	3354676	-	1141	898
PFLU_3073	OV986001.1	3354862	3355690	+	829	90
PFLU_3074	OV986001.1	3355836	3356583	+	748	37
PFLU_3075	OV986001.1	3356579	3357656	+	1078	40
PFLU_3076	OV986001.1	3357679	3357880	+	202	1
PFLU_3077	OV986001.1	3357900	3358299	+	400	18
PFLU_3078	OV986001.1	3358271	3359189	+	919	45
PFLU_3079	OV986001.1	3359201	3360143	-	943	13
PFLU_3080	OV986001.1	3360220	3361000	-	781	61
PFLU_3081	OV986001.1	3360996	3362604	-	1609	125
PFLU_3082	OV986001.1	3362666	3363275	-	610	50
PFLU_3083	OV986001.1	3363279	3363738	-	460	126
PFLU_3084	OV986001.1	3363749	3364793	-	1045	120
PFLU_3085	OV986001.1	3364802	3365597	-	796	181
PFLU_3086	OV986001.1	3365624	3367115	-	1492	47
PFLU_3087	OV986001.1	3367126	3368668	-	1543	121
PFLU_3088	OV986001.1	3368860	3369664	+	805	442
PFLU_3089	OV986001.1	3369674	3371000	-	1327	13
PFLU_3090	OV986001.1	3371003	3372434	-	1432	5
PFLU_3091	OV986001.1	3372525	3374037	-	1513	6
PFLU_3092	OV986001.1	3374321	3376373	+	2053	47
PFLU_3093	OV986001.1	3376438	3377932	+	1495	52
PFLU_3094	OV986001.1	3377928	3379377	-	1450	16
PFLU_3095	OV986001.1	3379591	3380560	-	970	347
PFLU_3096	OV986001.1	3380870	3382130	+	1261	298
PFLU_3097	OV986001.1	3382157	3383612	+	1456	78
PFLU_3098	OV986001.1	3383694	3384258	+	565	32
PFLU_3099	OV986001.1	3384323	3385294	-	972	45
PFLU_3101	OV986001.1	3385406	3387407	-	2002	328
PFLU_3102	OV986001.1	3387578	3388511	-	934	135
PFLU_3103	OV986001.1	3388740	3389943	+	1204	591
PFLU_3104	OV986001.1	3389930	3395369	+	5440	2507
PFLU_3105	OV986001.1	3395580	3396450	+	871	864
PFLU_3106	OV986001.1	3396760	3398116	-	1357	77
PFLU_3107	OV986001.1	3398238	3398727	-	490	55
PFLU_3108	OV986001.1	3398834	3400103	+	1270	213
PFLU_3109	OV986001.1	3400167	3400548	+	382	101
PFLU_3110	OV986001.1	3400653	3402633	+	1981	1702
PFLU_3111	OV986001.1	3402610	3403513	-	904	61
PFLU_3113	OV986001.1	3403622	3404063	+	442	140
PFLU_3114	OV986001.1	3404183	3404759	+	577	201
PFLU_3115	OV986001.1	3404730	3406230	-	1501	41
PFLU_3116	OV986001.1	3406245	3407238	-	994	21
PFLU_3117	OV986001.1	3407259	3408192	-	934	71
PFLU_3118	OV986001.1	3408226	3409204	-	979	83
PFLU_3119	OV986001.1	3409196	3410726	-	1531	185
PFLU_3120	OV986001.1	3410890	3411442	-	553	5
PFLU_3121	OV986001.1	3411624	3412302	+	679	4
PFLU_3122	OV986001.1	3412291	3413770	+	1480	6
PFLU_3123	OV986001.1	3413766	3414441	+	676	6
PFLU_3124	OV986001.1	3414427	3415237	+	811	7
PFLU_3125	OV986001.1	3415233	3415878	+	646	37
PFLU_3126	OV986001.1	3415890	3416553	+	664	61
PFLU_3127	OV986001.1	3416549	3417917	+	1369	183
PFLU_3128	OV986001.1	3418254	3419649	+	1396	163
PFLU_3129	OV986001.1	3419633	3420017	+	385	14
PFLU_3130	OV986001.1	3420026	3421256	+	1231	33
PFLU_3131	OV986001.1	3421339	3422692	+	1354	14
PFLU_3131A	OV986001.1	3422688	3422814	+	127	0
PFLU_3133	OV986001.1	3422828	3423041	-	214	42
PFLU_3134	OV986001.1	3423126	3423675	-	550	62
PFLU_3135	OV986001.1	3424092	3425502	+	1411	99
PFLU_3136	OV986001.1	3425504	3426455	+	952	23
PFLU_3137	OV986001.1	3426451	3427432	-	982	25
PFLU_3138	OV986001.1	3427472	3429728	-	2257	264
PFLU_3139	OV986001.1	3429724	3431371	-	1648	441
PFLU_3140	OV986001.1	3431556	3431781	+	226	202
PFLU_3141	OV986001.1	3431909	3433319	-	1411	157
PFLU_3142	OV986001.1	3433355	3434690	-	1336	183
PFLU_3143	OV986001.1	3434686	3436000	-	1315	203
PFLU_3144	OV986001.1	3435996	3437748	-	1753	202
PFLU_3145	OV986001.1	3437851	3438226	-	376	74
PFLU_3146	OV986001.1	3438269	3439703	-	1435	1055
PFLU_3147	OV986001.1	3440068	3441172	-	1105	12
PFLU_3148	OV986001.1	3441181	3442546	-	1366	8
PFLU_3149	OV986001.1	3442745	3443531	+	787	61
PFLU_3150	OV986001.1	3443831	3444911	-	1081	33
PFLU_3151	OV986001.1	3444971	3445313	-	343	6
PFLU_3152	OV986001.1	3445339	3446746	-	1408	36
PFLU_3153	OV986001.1	3446795	3447605	-	811	89
PFLU_3154	OV986001.1	3447866	3448139	+	274	1073
PFLU_3155	OV986001.1	3448215	3450663	-	2449	1131
PFLU_3156	OV986001.1	3450882	3451578	+	697	26
PFLU_3157	OV986001.1	3451725	3453372	-	1648	2004
PFLU_3158	OV986001.1	3453478	3454885	-	1408	55
PFLU_3159	OV986001.1	3454881	3456306	-	1426	68
PFLU_3160	OV986001.1	3457009	3458032	-	1024	1947
PFLU_3161	OV986001.1	3458279	3459194	+	916	384
PFLU_3162	OV986001.1	3459675	3459882	+	208	15
PFLU_3163	OV986001.1	3459998	3460271	-	274	44
PFLU_3165	OV986001.1	3460514	3461204	+	691	81
PFLU_3166	OV986001.1	3461214	3461598	+	385	263
PFLU_3167	OV986001.1	3461654	3462041	+	388	72
PFLU_3168	OV986001.1	3462085	3462535	+	451	70
PFLU_3169	OV986001.1	3462591	3463170	+	580	157
PFLU_3170	OV986001.1	3463166	3463346	-	181	2
PFLU_3171	OV986001.1	3463477	3464221	-	745	41
PFLU_3172	OV986001.1	3464289	3465393	-	1105	38
PFLU_3173	OV986001.1	3465444	3466026	-	583	40
PFLU_3174	OV986001.1	3466132	3466426	+	295	6
PFLU_3175	OV986001.1	3466538	3467210	+	673	254
PFLU_3176	OV986001.1	3467243	3468446	-	1204	601
PFLU_3177	OV986001.1	3468741	3469413	+	673	430
PFLU_3178	OV986001.1	3469409	3470075	+	667	389
PFLU_3179	OV986001.1	3470071	3470686	-	616	828
PFLU_3179A	OV986001.1	3470807	3471683	+	877	93
PFLU_3181	OV986001.1	3471755	3472214	-	460	41
PFLU_3182	OV986001.1	3472424	3473444	-	1021	123
PFLU_3183	OV986001.1	3473513	3473897	-	385	98
PFLU_3184	OV986001.1	3473965	3475006	-	1042	121
PFLU_3185	OV986001.1	3475118	3475508	+	391	165
PFLU_3186	OV986001.1	3475664	3477395	-	1732	29
PFLU_3187	OV986001.1	3477578	3478838	-	1261	75
PFLU_3188	OV986001.1	3478950	3479376	-	427	28
PFLU_3190	OV986001.1	3480314	3481064	-	751	137
PFLU_3191	OV986001.1	3481070	3493412	-	12343	125
PFLU_3192	OV986001.1	3493445	3495167	-	1723	26
PFLU_3193	OV986001.1	3495725	3498404	-	2680	234
PFLU_3194	OV986001.1	3498479	3499205	-	727	111
PFLU_3195	OV986001.1	3499234	3500680	-	1447	383
PFLU_3196	OV986001.1	3500676	3501546	-	871	154
PFLU_3197	OV986001.1	3501533	3501965	-	433	81
PFLU_3198	OV986001.1	3502011	3503841	-	1831	545
PFLU_3199	OV986001.1	3503871	3505092	-	1222	314
PFLU_3200	OV986001.1	3505088	3505322	-	235	33
PFLU_3201	OV986001.1	3505365	3506394	-	1030	223
PFLU_3202	OV986001.1	3506450	3507347	-	898	50
PFLU_3203	OV986001.1	3507497	3508079	+	583	61
PFLU_3204	OV986001.1	3508355	3509291	-	937	3
PFLU_3205	OV986001.1	3509385	3509817	+	433	6
PFLU_3206	OV986001.1	3509859	3510918	+	1060	33
PFLU_3207	OV986001.1	3510998	3511868	+	871	23
PFLU_3208	OV986001.1	3512048	3513566	+	1519	67
PFLU_3209	OV986001.1	3513642	3514236	+	595	29
PFLU_3210	OV986001.1	3514299	3514962	+	664	68
PFLU_3211	OV986001.1	3514958	3516215	+	1258	118
PFLU_3212	OV986001.1	3516233	3517526	+	1294	94
PFLU_3213	OV986001.1	3517553	3519236	+	1684	24
PFLU_3214	OV986001.1	3519232	3519823	+	592	3
PFLU_3215	OV986001.1	3519857	3522968	-	3112	46
PFLU_3216	OV986001.1	3522969	3524109	-	1141	194
PFLU_3217	OV986001.1	3524173	3525658	-	1486	56
PFLU_3218	OV986001.1	3525706	3527767	-	2062	192
PFLU_3219	OV986001.1	3528014	3529001	+	988	9
PFLU_3220	OV986001.1	3529009	3532381	+	3373	111
PFLU_3221	OV986001.1	3532377	3533445	+	1069	39
PFLU_3222	OV986001.1	3533479	3536491	+	3013	50
PFLU_3223	OV986001.1	3536537	3550448	+	13912	289
PFLU_3224	OV986001.1	3550487	3560567	+	10081	211
PFLU_3225	OV986001.1	3560563	3564310	+	3748	120
PFLU_3226	OV986001.1	3564310	3565942	+	1633	87
PFLU_3227	OV986001.1	3565932	3566616	-	685	288
PFLU_3228	OV986001.1	3566815	3568519	+	1705	237
PFLU_3229	OV986001.1	3569530	3570673	+	1144	1491
PFLU_3230	OV986001.1	3570738	3571947	-	1210	81
PFLU_3231	OV986001.1	3571946	3573365	-	1420	221
PFLU_3232	OV986001.1	3573361	3575728	-	2368	612
PFLU_3233	OV986001.1	3575724	3576312	-	589	44
PFLU_3234	OV986001.1	3576262	3577429	-	1168	273
PFLU_3235	OV986001.1	3577431	3578397	-	967	371
PFLU_3236	OV986001.1	3578405	3578855	-	451	161
PFLU_3237	OV986001.1	3579001	3579388	+	388	100
PFLU_3238	OV986001.1	3579394	3579826	-	433	82
PFLU_3239	OV986001.1	3579907	3580369	+	463	76
PFLU_3240	OV986001.1	3580365	3580977	+	613	53
PFLU_3241	OV986001.1	3581367	3581766	-	400	305
PFLU_3242	OV986001.1	3581781	3582582	-	802	560
PFLU_3242A	OV986001.1	3582761	3583019	-	259	340
PFLU_3243	OV986001.1	3583369	3583954	-	586	164
PFLU_3244	OV986001.1	3583950	3584211	-	262	303
PFLU_3245	OV986001.1	3584394	3584826	-	433	224
PFLU_3246	OV986001.1	3584825	3597002	-	12178	365
PFLU_3247	OV986001.1	3597035	3598757	-	1723	6
PFLU_3248	OV986001.1	3599317	3599617	+	301	144
PFLU_3249	OV986001.1	3599598	3601101	+	1504	726
PFLU_3250	OV986001.1	3601100	3602336	+	1237	369
PFLU_3251	OV986001.1	3602332	3602938	+	607	242
PFLU_3252	OV986001.1	3603172	3603457	+	286	143
PFLU_3253	OV986001.1	3603619	3604564	+	946	342
PFLU_3254	OV986001.1	3604645	3604756	+	112	111
PFLU_3255	OV986001.1	3604903	3606034	+	1132	124
PFLU_3256	OV986001.1	3606049	3607216	-	1168	434
PFLU_3257	OV986001.1	3607290	3608061	+	772	116
PFLU_3258	OV986001.1	3608214	3610032	-	1819	138
PFLU_3259	OV986001.1	3610166	3610568	-	403	5
PFLU_3260	OV986001.1	3610625	3611507	-	883	165
PFLU_3261	OV986001.1	3611619	3612534	+	916	36
PFLU_3262	OV986001.1	3612513	3613986	-	1474	25
PFLU_3263	OV986001.1	3613994	3615227	-	1234	12
PFLU_3264	OV986001.1	3615237	3616170	-	934	42
PFLU_3265	OV986001.1	3616238	3617231	-	994	78
PFLU_3267	OV986001.1	3617399	3617834	-	436	75
PFLU_3268	OV986001.1	3618006	3618912	-	907	211
PFLU_3269	OV986001.1	3619091	3619760	+	670	784
PFLU_3270	OV986001.1	3619756	3620527	+	772	1573
PFLU_3271	OV986001.1	3620532	3621993	+	1462	2266
PFLU_3272	OV986001.1	3622043	3622901	+	859	1140
PFLU_3273	OV986001.1	3622946	3623339	+	394	116
PFLU_3274	OV986001.1	3623389	3624694	+	1306	239
PFLU_3275	OV986001.1	3624707	3625511	+	805	200
PFLU_3276	OV986001.1	3625525	3626329	+	805	138
PFLU_3277	OV986001.1	3626757	3627180	-	424	113
PFLU_3278	OV986001.1	3627417	3628716	+	1300	87
PFLU_3279	OV986001.1	3628747	3629113	+	367	32
PFLU_3280	OV986001.1	3629170	3629830	+	661	87
PFLU_3281	OV986001.1	3629876	3630737	+	862	21
PFLU_3282	OV986001.1	3630729	3631530	+	802	7
PFLU_3283	OV986001.1	3631555	3632293	+	739	12
PFLU_3284	OV986001.1	3632915	3633500	-	586	10
PFLU_3285	OV986001.1	3633514	3634477	-	964	3592
PFLU_3286	OV986001.1	3634593	3635214	-	622	59
PFLU_3287	OV986001.1	3635158	3636658	-	1501	39
PFLU_3288	OV986001.1	3636960	3638289	+	1330	35
PFLU_3289	OV986001.1	3638717	3639647	-	931	400
PFLU_3290	OV986001.1	3639704	3640874	-	1171	2125
PFLU_3291	OV986001.1	3641136	3642624	+	1489	202
PFLU_3292	OV986001.1	3643045	3644089	-	1045	6
PFLU_3293	OV986001.1	3644325	3645387	+	1063	28
PFLU_3294	OV986001.1	3645416	3646367	+	952	16
PFLU_3295	OV986001.1	3646373	3647087	-	715	379
PFLU_3296	OV986001.1	3647162	3648911	-	1750	23
PFLU_3297	OV986001.1	3648941	3650183	-	1243	2
PFLU_3298	OV986001.1	3650179	3651949	-	1771	61
PFLU_3299	OV986001.1	3652117	3653566	-	1450	98
PFLU_3300	OV986001.1	3653642	3654473	-	832	234
PFLU_3301	OV986001.1	3654685	3655174	+	490	41
PFLU_3302	OV986001.1	3655179	3656505	-	1327	23
PFLU_3303	OV986001.1	3656813	3658022	+	1210	45
PFLU_3304	OV986001.1	3657999	3658947	-	949	19
PFLU_3305	OV986001.1	3659028	3659796	-	769	11
PFLU_3306	OV986001.1	3659885	3661361	-	1477	6
PFLU_3307	OV986001.1	3661630	3663391	+	1762	78
PFLU_3308	OV986001.1	3663489	3664101	+	613	404
PFLU_3309	OV986001.1	3664294	3665398	-	1105	38
PFLU_3310	OV986001.1	3665438	3666842	-	1405	13
PFLU_3311	OV986001.1	3666891	3668130	-	1240	70
PFLU_3312	OV986001.1	3668395	3669001	+	607	157
PFLU_3313	OV986001.1	3669061	3669652	-	592	287
PFLU_3314	OV986001.1	3669651	3670374	-	724	336
PFLU_3315	OV986001.1	3670381	3671200	-	820	40
PFLU_3316	OV986001.1	3671219	3672113	-	895	26
PFLU_3317	OV986001.1	3672109	3673078	-	970	14
PFLU_3318	OV986001.1	3673151	3674180	-	1030	22
PFLU_3319	OV986001.1	3674364	3675282	+	919	13
PFLU_3320	OV986001.1	3675411	3675903	+	493	0
PFLU_3321	OV986001.1	3675918	3677982	-	2065	359
PFLU_3322	OV986001.1	3678236	3679001	-	766	105
PFLU_3323	OV986001.1	3679188	3680814	+	1627	11
PFLU_3324	OV986001.1	3680828	3681755	+	928	24
PFLU_3325	OV986001.1	3681797	3682745	+	949	39
PFLU_3326	OV986001.1	3682804	3684376	+	1573	31
PFLU_3327	OV986001.1	3684379	3685618	+	1240	37
PFLU_3328	OV986001.1	3685790	3686930	-	1141	229
PFLU_3329	OV986001.1	3687112	3687739	-	628	142
PFLU_3330	OV986001.1	3688449	3689355	+	907	66
PFLU_3331	OV986001.1	3689430	3690258	+	829	216
PFLU_3332	OV986001.1	3690287	3691049	+	763	583
PFLU_3333	OV986001.1	3691090	3691336	+	247	123
PFLU_3334	OV986001.1	3691495	3692086	-	592	197
PFLU_3335	OV986001.1	3692252	3693353	+	1102	75
PFLU_3336	OV986001.1	3693405	3694194	+	790	82
PFLU_3338	OV986001.1	3694502	3695501	+	1000	40
PFLU_3339	OV986001.1	3695550	3696375	+	826	33
PFLU_3341	OV986001.1	3696916	3697621	-	706	471
PFLU_3342	OV986001.1	3697634	3698327	-	694	292
PFLU_3342A	OV986001.1	3698625	3699423	-	799	407
PFLU_3343	OV986001.1	3699729	3700470	+	742	1514
PFLU_3344	OV986001.1	3700515	3701067	+	553	483
PFLU_3345	OV986001.1	3701092	3701497	-	406	13
PFLU_3345A	OV986001.1	3701869	3702481	-	613	33
PFLU_3346	OV986001.1	3702526	3702853	-	328	0
PFLU_3347	OV986001.1	3702878	3703850	+	973	12
PFLU_3348	OV986001.1	3703995	3704670	-	676	93
PFLU_3349	OV986001.1	3704666	3705125	-	460	78
PFLU_3350	OV986001.1	3705357	3705951	-	595	57
PFLU_3351	OV986001.1	3706275	3707979	-	1705	199
PFLU_3352	OV986001.1	3708168	3708336	-	169	9
PFLU_3353	OV986001.1	3708880	3711166	-	2287	200
PFLU_3354	OV986001.1	3711403	3711784	+	382	20
PFLU_3355	OV986001.1	3711799	3711988	-	190	124
PFLU_3356	OV986001.1	3712110	3713037	-	928	148
PFLU_3357	OV986001.1	3713155	3714151	+	997	16
PFLU_3358	OV986001.1	3714452	3716447	+	1996	12
PFLU_3359	OV986001.1	3716537	3716996	+	460	254
PFLU_3360	OV986001.1	3717106	3717553	+	448	97
PFLU_3361	OV986001.1	3717549	3717993	+	445	53
PFLU_3362	OV986001.1	3718037	3719039	+	1003	178
PFLU_3363	OV986001.1	3719065	3720019	+	955	295
PFLU_3364	OV986001.1	3720606	3722076	+	1471	2259
PFLU_3365	OV986001.1	3722096	3723842	+	1747	1390
PFLU_3366	OV986001.1	3723838	3725923	+	2086	2101
PFLU_3367	OV986001.1	3725919	3728670	+	2752	2788
PFLU_3369	OV986001.1	3729085	3731245	+	2161	1091
PFLU_3370	OV986001.1	3731228	3732245	+	1018	214
PFLU_3371	OV986001.1	3732241	3733000	+	760	77
PFLU_3372	OV986001.1	3732996	3733596	+	601	93
PFLU_3373	OV986001.1	3733592	3734252	+	661	87
PFLU_3374	OV986001.1	3734420	3735191	+	772	28
PFLU_3375	OV986001.1	3735294	3736725	-	1432	25
PFLU_3376	OV986001.1	3736780	3737815	-	1036	7
PFLU_3377	OV986001.1	3737936	3738428	+	493	294
PFLU_3378	OV986001.1	3738600	3740763	+	2164	82
PFLU_3379	OV986001.1	3740942	3742439	+	1498	8
PFLU_3380	OV986001.1	3742452	3743322	-	871	49
PFLU_3381	OV986001.1	3743582	3744458	+	877	64
PFLU_3382	OV986001.1	3744727	3745663	+	937	25
PFLU_3383	OV986001.1	3745812	3747150	+	1339	37
PFLU_3384	OV986001.1	3747280	3747733	+	454	48
PFLU_3385	OV986001.1	3747901	3748258	+	358	285
PFLU_3386	OV986001.1	3748604	3749096	+	493	469
PFLU_3387	OV986001.1	3749156	3749399	-	244	8
PFLU_3388	OV986001.1	3749655	3751365	+	1711	32
PFLU_3389	OV986001.1	3751684	3752128	+	445	67
PFLU_3390	OV986001.1	3752225	3752705	+	481	32
PFLU_3391	OV986001.1	3752701	3754333	+	1633	326
PFLU_3392	OV986001.1	3754352	3755417	+	1066	163
PFLU_3393	OV986001.1	3755413	3755839	+	427	82
PFLU_3394	OV986001.1	3756067	3756799	+	733	240
PFLU_3395	OV986001.1	3756911	3757322	-	412	66
