Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	RefSeq
C3K1P5	unreviewed	C3K1P5_PSEFS	Uncharacterized protein	PFLU_5086	Pseudomonas fluorescens (strain SBW25)	68	
C3K1P6	unreviewed	C3K1P6_PSEFS	Two-component system, response regulator	PFLU_5087	Pseudomonas fluorescens (strain SBW25)	136	WP_015885765.1;
C3K1Q0	unreviewed	C3K1Q0_PSEFS	Chemotaxis protein CheW	PFLU_5091	Pseudomonas fluorescens (strain SBW25)	179	WP_015885769.1;
C3K1Q3	unreviewed	C3K1Q3_PSEFS	STAS domain-containing protein	PFLU_5094	Pseudomonas fluorescens (strain SBW25)	95	WP_015885772.1;
C3K1Q4	unreviewed	C3K1Q4_PSEFS	Chemotaxis two-component system, response regulator	PFLU_5095	Pseudomonas fluorescens (strain SBW25)	122	WP_015885773.1;
C3K1Q5	unreviewed	C3K1Q5_PSEFS	Chemotaxis-related protein	PFLU_5096	Pseudomonas fluorescens (strain SBW25)	403	WP_015885774.1;
C3K1Q6	unreviewed	C3K1Q6_PSEFS	Cupin_2 domain-containing protein	PFLU_5097	Pseudomonas fluorescens (strain SBW25)	126	WP_015885775.1;
C3K1Q7	unreviewed	C3K1Q7_PSEFS	Membrane protein	PFLU_5098	Pseudomonas fluorescens (strain SBW25)	94	WP_015885776.1;
C3K1Q8	unreviewed	C3K1Q8_PSEFS	Membrane protein	PFLU_5099	Pseudomonas fluorescens (strain SBW25)	298	WP_015885777.1;
C3K1Q9	unreviewed	C3K1Q9_PSEFS	Uncharacterized protein	PFLU_5100	Pseudomonas fluorescens (strain SBW25)	139	
C3K1R0	unreviewed	C3K1R0_PSEFS	Membrane protein	PFLU_5101	Pseudomonas fluorescens (strain SBW25)	211	WP_015885779.1;
C3K1R1	unreviewed	C3K1R1_PSEFS	BPH_1 domain-containing protein	PFLU_5102	Pseudomonas fluorescens (strain SBW25)	123	WP_015885780.1;
C3K1R2	unreviewed	C3K1R2_PSEFS	DUF3077 domain-containing protein	PFLU_5103	Pseudomonas fluorescens (strain SBW25)	94	WP_015885781.1;
C3K1R3	unreviewed	C3K1R3_PSEFS	PINc domain-containing protein	PFLU_5104	Pseudomonas fluorescens (strain SBW25)	191	WP_015885782.1;
C3K1R4	unreviewed	C3K1R4_PSEFS	Plasmid-related excisionase	PFLU_5105	Pseudomonas fluorescens (strain SBW25)	156	WP_015885783.1;
C3K1R5	unreviewed	C3K1R5_PSEFS	Detoxification-related protein	PFLU_5106	Pseudomonas fluorescens (strain SBW25)	387	WP_015885784.1;
C3K1R6	unreviewed	C3K1R6_PSEFS	Colicin-E3 immunity protein	PFLU_5107	Pseudomonas fluorescens (strain SBW25)	95	WP_015885785.1;
C3K1R7	unreviewed	C3K1R7_PSEFS	Uncharacterized protein	PFLU_5108	Pseudomonas fluorescens (strain SBW25)	160	
C3K1R8	unreviewed	C3K1R8_PSEFS	Lipoprotein	PFLU_5109	Pseudomonas fluorescens (strain SBW25)	188	WP_015885787.1;
C3K1S0	unreviewed	C3K1S0_PSEFS	Two-component system, response regulator protein	PFLU_5111	Pseudomonas fluorescens (strain SBW25)	220	WP_015885789.1;
C3K1S1	unreviewed	C3K1S1_PSEFS	PepSY domain-containing protein	PFLU_5112	Pseudomonas fluorescens (strain SBW25)	88	WP_015885790.1;
C3K1S2	unreviewed	C3K1S2_PSEFS	B-type cytochrome	PFLU_5113	Pseudomonas fluorescens (strain SBW25)	181	WP_015885791.1;
C3K1S3	unreviewed	C3K1S3_PSEFS	Sialidase domain-containing protein	PFLU_5114	Pseudomonas fluorescens (strain SBW25)	422	WP_015885792.1;
C3K1S4	unreviewed	C3K1S4_PSEFS	Membrane protein	PFLU_5115	Pseudomonas fluorescens (strain SBW25)	204	
C3K1S5	unreviewed	C3K1S5_PSEFS	Sulfatase	PFLU_5116	Pseudomonas fluorescens (strain SBW25)	674	
C3K1S6	unreviewed	C3K1S6_PSEFS	Cytochrome C	PFLU_5117	Pseudomonas fluorescens (strain SBW25)	124	WP_015885795.1;
C3K1S7	unreviewed	C3K1S7_PSEFS	Two-component system, response regulator	PFLU_5118	Pseudomonas fluorescens (strain SBW25)	126	WP_015885796.1;
C3K1S8	unreviewed	C3K1S8_PSEFS	Heme oxygenase	PFLU_5119	Pseudomonas fluorescens (strain SBW25)	204	WP_015885797.1;
C3K1T0	unreviewed	C3K1T0_PSEFS	Uncharacterized protein	PFLU_5123	Pseudomonas fluorescens (strain SBW25)	68	WP_015885799.1;
C3K1T1	unreviewed	C3K1T1_PSEFS	Isoleucyl-tRNA synthetase	PFLU_5124	Pseudomonas fluorescens (strain SBW25)	629	WP_015885800.1;
C3K1T2	unreviewed	C3K1T2_PSEFS	Type II toxin-antitoxin system RelE/ParE family toxin	PFLU_5124A	Pseudomonas fluorescens (strain SBW25)	113	
C3K1T3	unreviewed	C3K1T3_PSEFS	HTH_37 domain-containing protein	PFLU_5126	Pseudomonas fluorescens (strain SBW25)	102	WP_015885802.1;
C3K1T4	unreviewed	C3K1T4_PSEFS	diguanylate cyclase (EC 2.7.7.65)	PFLU_5127	Pseudomonas fluorescens (strain SBW25)	395	
C3K1T5	unreviewed	C3K1T5_PSEFS	ABC transport system, periplasmic solute binding protein	PFLU_5128	Pseudomonas fluorescens (strain SBW25)	342	WP_015885804.1;
C3K1T6	unreviewed	C3K1T6_PSEFS	LysR-family transcriptional regulator	PFLU_5129	Pseudomonas fluorescens (strain SBW25)	348	
C3K1T7	unreviewed	C3K1T7_PSEFS	4-aminobutyrate aminotransferase	PFLU_5130	Pseudomonas fluorescens (strain SBW25)	417	WP_015885806.1;
C3K1T8	unreviewed	C3K1T8_PSEFS	Antitoxin	PFLU_5131	Pseudomonas fluorescens (strain SBW25)	102	
C3K1T9	unreviewed	C3K1T9_PSEFS	Putative mRNA interferase YoeB	PFLU_5132	Pseudomonas fluorescens (strain SBW25)	84	WP_015885808.1;
C3K1U0	unreviewed	C3K1U0_PSEFS	Membrane protein	PFLU_5133	Pseudomonas fluorescens (strain SBW25)	167	WP_015885809.1;
C3K1U1	unreviewed	C3K1U1_PSEFS	Uncharacterized protein	PFLU_5134	Pseudomonas fluorescens (strain SBW25)	239	WP_015885810.1;
C3K1U2	unreviewed	C3K1U2_PSEFS	Aminotransferase	PFLU_5135	Pseudomonas fluorescens (strain SBW25)	364	WP_015885811.1;
C3K1V0	unreviewed	C3K1V0_PSEFS	Nitric oxide reductase sigma-54-dependent transcriptional regulator	PFLU_5143	Pseudomonas fluorescens (strain SBW25)	514	
C3K1V1	unreviewed	C3K1V1_PSEFS	Membrane protein	PFLU_5144	Pseudomonas fluorescens (strain SBW25)	330	
C3K1V2	unreviewed	C3K1V2_PSEFS	AraC-family regulatory protein	PFLU_5145	Pseudomonas fluorescens (strain SBW25)	291	WP_015885819.1;
C3K1V3	unreviewed	C3K1V3_PSEFS	LuxR-family regulatory protein	PFLU_5146	Pseudomonas fluorescens (strain SBW25)	830	
C3K1V4	unreviewed	C3K1V4_PSEFS	Exported protein	PFLU_5147	Pseudomonas fluorescens (strain SBW25)	452	WP_015885821.1;
C3K1V5	unreviewed	C3K1V5_PSEFS	Adhesin	PFLU_5148	Pseudomonas fluorescens (strain SBW25)	596	
C3K1V6	unreviewed	C3K1V6_PSEFS	Short-chain dehydrogenase	PFLU_5149	Pseudomonas fluorescens (strain SBW25)	303	WP_015885823.1;
C3K1V7	unreviewed	C3K1V7_PSEFS	Hydrolase	PFLU_5150	Pseudomonas fluorescens (strain SBW25)	301	WP_015885824.1;
C3K1V8	unreviewed	C3K1V8_PSEFS	Aldolase	PFLU_5151	Pseudomonas fluorescens (strain SBW25)	260	WP_015885825.1;
C3K1V9	unreviewed	C3K1V9_PSEFS	Flavodoxin-like domain-containing protein	PFLU_5152	Pseudomonas fluorescens (strain SBW25)	153	WP_015885826.1;
C3K1W0	unreviewed	C3K1W0_PSEFS	Regulatory protein	PFLU_5153	Pseudomonas fluorescens (strain SBW25)	155	WP_015885827.1;
C3K1W1	unreviewed	C3K1W1_PSEFS	PilZ domain-containing protein	PFLU_5154	Pseudomonas fluorescens (strain SBW25)	201	WP_015885828.1;
C3K1W2	unreviewed	C3K1W2_PSEFS	MerR-family transcriptional regulator	PFLU_5155	Pseudomonas fluorescens (strain SBW25)	308	
C3K1W3	unreviewed	C3K1W3_PSEFS	Membrane protein	PFLU_5156	Pseudomonas fluorescens (strain SBW25)	186	WP_015885830.1;
C3K1W7	unreviewed	C3K1W7_PSEFS	DUF1244 domain-containing protein	PFLU_5160	Pseudomonas fluorescens (strain SBW25)	98	WP_015885834.1;
C3K1W8	unreviewed	C3K1W8_PSEFS	HopJ type III effector protein	PFLU_5161	Pseudomonas fluorescens (strain SBW25)	113	WP_015885835.1;
C3K1X1	unreviewed	C3K1X1_PSEFS	Putative glycosyltransferase	PFLU_5164	Pseudomonas fluorescens (strain SBW25)	400	WP_015885838.1;
C3K1X2	unreviewed	C3K1X2_PSEFS	Putative oxidoreduxtase	PFLU_5165	Pseudomonas fluorescens (strain SBW25)	367	WP_015885839.1;
C3K1X3	unreviewed	C3K1X3_PSEFS	Glutathione peroxidase	PFLU_5166	Pseudomonas fluorescens (strain SBW25)	189	
C3K1X4	unreviewed	C3K1X4_PSEFS	Putative exported protein	PFLU_5167	Pseudomonas fluorescens (strain SBW25)	154	WP_015885841.1;
C3K1Y0	unreviewed	C3K1Y0_PSEFS	Protein YjdM	PFLU_5173	Pseudomonas fluorescens (strain SBW25)	113	WP_015885845.1;
C3K1Y1	unreviewed	C3K1Y1_PSEFS	Uncharacterized protein	PFLU_5174	Pseudomonas fluorescens (strain SBW25)	85	WP_003194088.1;
C3K1Y2	unreviewed	C3K1Y2_PSEFS	Peptidyl-prolyl cis-trans isomerase (EC 5.2.1.8)	PFLU_5175	Pseudomonas fluorescens (strain SBW25)	205	WP_015885846.1;
C3K1Y3	unreviewed	C3K1Y3_PSEFS	Methyl-accepting chemotaxis protein II	PFLU_5176	Pseudomonas fluorescens (strain SBW25)	639	WP_015885847.1;
C3K1Y4	unreviewed	C3K1Y4_PSEFS	Bleomycin resistance protein	PFLU_5177	Pseudomonas fluorescens (strain SBW25)	132	
C3K1Y5	unreviewed	C3K1Y5_PSEFS	D-aminoacylase (EC 3.5.1.81)	PFLU_5178	Pseudomonas fluorescens (strain SBW25)	487	WP_015885849.1;
C3K1Y6	unreviewed	C3K1Y6_PSEFS	RpiR family regulatory protein	PFLU_5179	Pseudomonas fluorescens (strain SBW25)	286	WP_015885850.1;
C3K1Y7	unreviewed	C3K1Y7_PSEFS	Putative gluconate permease	PFLU_5180	Pseudomonas fluorescens (strain SBW25)	449	
C3K1Y8	unreviewed	C3K1Y8_PSEFS	Putative exported protein	PFLU_5181	Pseudomonas fluorescens (strain SBW25)	126	WP_015885852.1;
C3K1Y9	unreviewed	C3K1Y9_PSEFS	Putative integral membrane sulphate transporter	PFLU_5182	Pseudomonas fluorescens (strain SBW25)	481	WP_015885853.1;
C3K1Z0	unreviewed	C3K1Z0_PSEFS	Putative polysaccharide synthesis protein	PFLU_5183	Pseudomonas fluorescens (strain SBW25)	323	
C3K1Z1	unreviewed	C3K1Z1_PSEFS	LysR-family regulatory protein	PFLU_5184	Pseudomonas fluorescens (strain SBW25)	298	WP_015885855.1;
C3K1Z2	unreviewed	C3K1Z2_PSEFS	Probable membrane transporter protein	PFLU_5185	Pseudomonas fluorescens (strain SBW25)	261	
C3K1Z3	unreviewed	C3K1Z3_PSEFS	LysR-family transcriptional regulator	PFLU_5186	Pseudomonas fluorescens (strain SBW25)	298	WP_015885857.1;
C3K1Z4	unreviewed	C3K1Z4_PSEFS	Amino acid transport, membrane protein	PFLU_5187	Pseudomonas fluorescens (strain SBW25)	468	WP_015885858.1;
C3K1Z6	unreviewed	C3K1Z6_PSEFS	Putative AsnC-family regulatory protein	PFLU_5189	Pseudomonas fluorescens (strain SBW25)	157	WP_015885860.1;
C3K200	unreviewed	C3K200_PSEFS	Cat operon regulatory protein	PFLU_5192A	Pseudomonas fluorescens (strain SBW25)	291	WP_015885864.1;
C3K201	unreviewed	C3K201_PSEFS	AraC-type regulatory protein	PFLU_5193	Pseudomonas fluorescens (strain SBW25)	345	
C3K202	unreviewed	C3K202_PSEFS	Benzoate 1,2-dioxygenase alpha subunit (EC 1.14.12.10)	PFLU_5194	Pseudomonas fluorescens (strain SBW25)	463	
C3K203	unreviewed	C3K203_PSEFS	Benzoate 1,2-dioxygenase beta subunit (EC 1.14.12.10)	PFLU_5195	Pseudomonas fluorescens (strain SBW25)	163	
C3K204	unreviewed	C3K204_PSEFS	Benzoate 1,2-dioxygenase electron transfer component (EC 1.18.1.3)	PFLU_5196	Pseudomonas fluorescens (strain SBW25)	335	
C3K205	unreviewed	C3K205_PSEFS	Aromatic amino acid transport membrane protein	PFLU_5197	Pseudomonas fluorescens (strain SBW25)	469	
C3K208	unreviewed	C3K208_PSEFS	Cupin_3 domain-containing protein	PFLU_5200	Pseudomonas fluorescens (strain SBW25)	114	WP_015885872.1;
C3K210	unreviewed	C3K210_PSEFS	methylmalonate-semialdehyde dehydrogenase (CoA acylating) (EC 1.2.1.27)	PFLU_5203	Pseudomonas fluorescens (strain SBW25)	505	WP_015885874.1;
C3K211	unreviewed	C3K211_PSEFS	LysR-family transcriptional regulator	PFLU_5204	Pseudomonas fluorescens (strain SBW25)	315	WP_015885875.1;
C3K212	unreviewed	C3K212_PSEFS	DUF3077 domain-containing protein	PFLU_5205	Pseudomonas fluorescens (strain SBW25)	107	
C3K213	unreviewed	C3K213_PSEFS	LysR-family regulatory protein	PFLU_5206	Pseudomonas fluorescens (strain SBW25)	315	WP_015885877.1;
C3K214	unreviewed	C3K214_PSEFS	Membrane protein	PFLU_5207	Pseudomonas fluorescens (strain SBW25)	282	WP_015885878.1;
C3K215	unreviewed	C3K215_PSEFS	TauD domain-containing protein	PFLU_5208	Pseudomonas fluorescens (strain SBW25)	315	WP_015885879.1;
C3K216	unreviewed	C3K216_PSEFS	Putative lipoprotein	PFLU_5209	Pseudomonas fluorescens (strain SBW25)	163	WP_015885880.1;
C3K217	unreviewed	C3K217_PSEFS	Signalling-related membrane protein	PFLU_5210	Pseudomonas fluorescens (strain SBW25)	420	WP_015885881.1;
C3K218	unreviewed	C3K218_PSEFS	Putative membrane protein	PFLU_5211	Pseudomonas fluorescens (strain SBW25)	190	WP_015885882.1;
C3K228	unreviewed	C3K228_PSEFS	DUF446 domain-containing protein	PFLU_5221	Pseudomonas fluorescens (strain SBW25)	109	WP_015885890.1;
C3K229	unreviewed	C3K229_PSEFS	TPR_REGION domain-containing protein	PFLU_5222	Pseudomonas fluorescens (strain SBW25)	244	WP_015885891.1;
C3K231	unreviewed	C3K231_PSEFS	APH domain-containing protein	PFLU_5224	Pseudomonas fluorescens (strain SBW25)	518	WP_015885893.1;
C3K232	unreviewed	C3K232_PSEFS	Pentapeptide repeat-containing protein	PFLU_5225	Pseudomonas fluorescens (strain SBW25)	114	WP_015885894.1;
C3K233	unreviewed	C3K233_PSEFS	TfoX_C domain-containing protein	PFLU_5226	Pseudomonas fluorescens (strain SBW25)	90	WP_010562703.1;
C3K234	unreviewed	C3K234_PSEFS	Hemin ABC transporter, ATP-binding protein (Hemin import ATP-binding protein HmuV (EC))	PFLU_5227	Pseudomonas fluorescens (strain SBW25)	255	WP_015885895.1;
C3K235	unreviewed	C3K235_PSEFS	Transmembrane permease component of haem ABC transporter	PFLU_5228	Pseudomonas fluorescens (strain SBW25)	345	WP_015885896.1;
C3K236	unreviewed	C3K236_PSEFS	Putative hemin transport system, substrate-binding protein	PFLU_5229	Pseudomonas fluorescens (strain SBW25)	292	WP_015885897.1;
C3K237	unreviewed	C3K237_PSEFS	Ferredoxin	PFLU_5230	Pseudomonas fluorescens (strain SBW25)	105	WP_015885898.1;
C3K239	unreviewed	C3K239_PSEFS	Aminotransferase (EC 2.6.1.-)	PFLU_5232	Pseudomonas fluorescens (strain SBW25)	390	WP_015885900.1;
C3K242	unreviewed	C3K242_PSEFS	Membrane protein	PFLU_5235	Pseudomonas fluorescens (strain SBW25)	58	WP_003176118.1;
C3K244	unreviewed	C3K244_PSEFS	Response regulator in two-component regulatory system with ZraS, regulates zraP expression (EBP family)	PFLU_5237	Pseudomonas fluorescens (strain SBW25)	476	WP_015885904.1;
C3K251	unreviewed	C3K251_PSEFS	DUF2236 domain-containing protein	PFLU_5245	Pseudomonas fluorescens (strain SBW25)	289	WP_015885911.1;
C3K252	unreviewed	C3K252_PSEFS	S-adenosylmethionine-dependent methyltransferase domain-containing protein	PFLU_5246	Pseudomonas fluorescens (strain SBW25)	338	WP_015885912.1;
C3K253	unreviewed	C3K253_PSEFS	Membrane protein	PFLU_5247	Pseudomonas fluorescens (strain SBW25)	972	WP_015885913.1;
C3K254	unreviewed	C3K254_PSEFS	Osmotically inducible protein Y	PFLU_5248	Pseudomonas fluorescens (strain SBW25)	207	WP_015885914.1;
C3K268	unreviewed	C3K268_PSEFS	CRM domain-containing protein	PFLU_5262	Pseudomonas fluorescens (strain SBW25)	102	WP_010206607.1;
C3K269	unreviewed	C3K269_PSEFS	Conserved hypothetical membrane protein	PFLU_5263	Pseudomonas fluorescens (strain SBW25)	151	
C3K280	unreviewed	C3K280_PSEFS	UPF0125 protein PFLU_5274	PFLU_5274	Pseudomonas fluorescens (strain SBW25)	100	WP_015885935.1;
C3K281	unreviewed	C3K281_PSEFS	Ribosome association toxin RatA	PFLU_5275	Pseudomonas fluorescens (strain SBW25)	144	WP_015885936.1;
C3K283	unreviewed	C3K283_PSEFS	Pyruvate dehydrogenase complex repressor	pdhR PFLU_5277	Pseudomonas fluorescens (strain SBW25)	255	WP_015885937.1;
C3K286	unreviewed	C3K286_PSEFS	Exported protein	PFLU_5280	Pseudomonas fluorescens (strain SBW25)	92	WP_015885940.1;
C3K287	unreviewed	C3K287_PSEFS	Phage integrase	PFLU_5281	Pseudomonas fluorescens (strain SBW25)	401	WP_015885941.1;
C3K288	unreviewed	C3K288_PSEFS	DNA invertase	PFLU_5282A	Pseudomonas fluorescens (strain SBW25)	211	
C3K289	unreviewed	C3K289_PSEFS	Phage integrase	PFLU_5283	Pseudomonas fluorescens (strain SBW25)	324	
C3K290	unreviewed	C3K290_PSEFS	Uncharacterized protein	PFLU_5284	Pseudomonas fluorescens (strain SBW25)	121	WP_015885944.1;
C3K291	unreviewed	C3K291_PSEFS	Uncharacterized protein	PFLU_5285	Pseudomonas fluorescens (strain SBW25)	163	
C3K292	unreviewed	C3K292_PSEFS	DNA-binding protein	PFLU_5287	Pseudomonas fluorescens (strain SBW25)	151	
C3K293	unreviewed	C3K293_PSEFS	Uncharacterized protein	PFLU_5288	Pseudomonas fluorescens (strain SBW25)	105	
C3K294	unreviewed	C3K294_PSEFS	None (Transposase for insertion sequence element)	PFLU_2400 PFLU_5290 PFLU_5851	Pseudomonas fluorescens (strain SBW25)	102	WP_012723623.1;
C3K295	unreviewed	C3K295_PSEFS	Serine hydrolase family protein	PFLU_5292	Pseudomonas fluorescens (strain SBW25)	202	WP_003192641.1;
C3K296	unreviewed	C3K296_PSEFS	Uncharacterized protein	PFLU_5293	Pseudomonas fluorescens (strain SBW25)	69	
C3K297	unreviewed	C3K297_PSEFS	Uncharacterized protein	PFLU_5294	Pseudomonas fluorescens (strain SBW25)	41	
C3K298	unreviewed	C3K298_PSEFS	TetR-family regulatory protein	PFLU_5295	Pseudomonas fluorescens (strain SBW25)	212	WP_003192639.1;
C3K299	unreviewed	C3K299_PSEFS	Antibiotic transport-related membrane protein	PFLU_5296	Pseudomonas fluorescens (strain SBW25)	516	WP_015885950.1;
C3K2A0	unreviewed	C3K2A0_PSEFS	Lipoprotein	PFLU_5297	Pseudomonas fluorescens (strain SBW25)	226	
C3K2A1	unreviewed	C3K2A1_PSEFS	Uncharacterized protein	PFLU_5298	Pseudomonas fluorescens (strain SBW25)	102	WP_015885952.1;
C3K2A2	unreviewed	C3K2A2_PSEFS	Putative AraC-family regulatory protein	PFLU_5299	Pseudomonas fluorescens (strain SBW25)	384	
C3K2A3	unreviewed	C3K2A3_PSEFS	Putative GMC oxidoreductase	PFLU_5300	Pseudomonas fluorescens (strain SBW25)	593	
C3K2A4	unreviewed	C3K2A4_PSEFS	Flavin-binding monooxygenase-like protein	PFLU_5301	Pseudomonas fluorescens (strain SBW25)	832	
C3K2A5	unreviewed	C3K2A5_PSEFS	Dehydrogenase	PFLU_5302	Pseudomonas fluorescens (strain SBW25)	281	WP_015371099.1;
C3K2A6	unreviewed	C3K2A6_PSEFS	Recombinase	PFLU_5303	Pseudomonas fluorescens (strain SBW25)	521	
C3K2A7	unreviewed	C3K2A7_PSEFS	ParB-like protein	PFLU_5304	Pseudomonas fluorescens (strain SBW25)	302	
C3K2A8	unreviewed	C3K2A8_PSEFS	Plasmid partitioning protein	PFLU_5305	Pseudomonas fluorescens (strain SBW25)	301	WP_015885958.1;
C3K2A9	unreviewed	C3K2A9_PSEFS	Transposase	PFLU_5306	Pseudomonas fluorescens (strain SBW25)	105	
C3K2B0	unreviewed	C3K2B0_PSEFS	Transposase	PFLU_5307	Pseudomonas fluorescens (strain SBW25)	111	
C3K2B1	unreviewed	C3K2B1_PSEFS	Transposase	PFLU_5308	Pseudomonas fluorescens (strain SBW25)	508	
C3K2B2	unreviewed	C3K2B2_PSEFS	Methyl-accepting chemotaxis protein	PFLU_5309	Pseudomonas fluorescens (strain SBW25)	667	
C3K2B3	unreviewed	C3K2B3_PSEFS	Uncharacterized protein	PFLU_5310	Pseudomonas fluorescens (strain SBW25)	104	
C3K2B4	unreviewed	C3K2B4_PSEFS	RelA_SpoT domain-containing protein	PFLU_5311	Pseudomonas fluorescens (strain SBW25)	346	WP_015885964.1;
C3K2B5	unreviewed	C3K2B5_PSEFS	Uncharacterized protein	PFLU_5312	Pseudomonas fluorescens (strain SBW25)	100	
C3K2B6	unreviewed	C3K2B6_PSEFS	Uncharacterized protein	PFLU_5313	Pseudomonas fluorescens (strain SBW25)	220	WP_015885966.1;
C3K2B7	unreviewed	C3K2B7_PSEFS	Chemotaxis-related protein	PFLU_5314	Pseudomonas fluorescens (strain SBW25)	310	WP_015885967.1;
C3K2B8	unreviewed	C3K2B8_PSEFS	HD-GYP domain-containing protein	PFLU_5315	Pseudomonas fluorescens (strain SBW25)	381	
C3K2B9	unreviewed	C3K2B9_PSEFS	Methyl-accepting chemotaxis-related protein	PFLU_5316	Pseudomonas fluorescens (strain SBW25)	720	WP_015885969.1;
C3K2C0	unreviewed	C3K2C0_PSEFS	Membrane protein	PFLU_5317	Pseudomonas fluorescens (strain SBW25)	477	WP_015885970.1;
C3K2C2	unreviewed	C3K2C2_PSEFS	Lipoprotein	PFLU_5319	Pseudomonas fluorescens (strain SBW25)	607	
C3K2C3	unreviewed	C3K2C3_PSEFS	Uncharacterized protein	PFLU_5320	Pseudomonas fluorescens (strain SBW25)	105	WP_015885972.1;
C3K2C5	unreviewed	C3K2C5_PSEFS	DUF3015 domain-containing protein	PFLU_5322	Pseudomonas fluorescens (strain SBW25)	162	WP_015885974.1;
C3K2C6	unreviewed	C3K2C6_PSEFS	Exported protein	PFLU_5323	Pseudomonas fluorescens (strain SBW25)	617	WP_015885975.1;
C3K2C7	unreviewed	C3K2C7_PSEFS	Lipoprotein	PFLU_5324	Pseudomonas fluorescens (strain SBW25)	118	WP_015885976.1;
C3K2C8	unreviewed	C3K2C8_PSEFS	Transcription elongation factor	PFLU_5325	Pseudomonas fluorescens (strain SBW25)	162	WP_015885977.1;
C3K2D1	unreviewed	C3K2D1_PSEFS	Putative membrane protein	PFLU_5328	Pseudomonas fluorescens (strain SBW25)	203	WP_015885980.1;
C3K2D4	unreviewed	C3K2D4_PSEFS	Cobalamin synthesis-related protein	PFLU_5331	Pseudomonas fluorescens (strain SBW25)	319	
C3K2D5	unreviewed	C3K2D5_PSEFS	DUF466 domain-containing protein	PFLU_5332	Pseudomonas fluorescens (strain SBW25)	65	WP_003176208.1;
C3K2D6	unreviewed	C3K2D6_PSEFS	Carbon starvation protein A	cstA PFLU_5333	Pseudomonas fluorescens (strain SBW25)	688	WP_015885984.1;
C3K2D7	unreviewed	C3K2D7_PSEFS	Cyclic diguanosine monophosphate-binding protein (c-di-GMP-binding protein) (Pilz domain-containing protein)	PFLU_5334	Pseudomonas fluorescens (strain SBW25)	122	WP_015885985.1;
C3K2D8	unreviewed	C3K2D8_PSEFS	Probable membrane transporter protein	PFLU_5335	Pseudomonas fluorescens (strain SBW25)	248	WP_015885986.1;
C3K2D9	unreviewed	C3K2D9_PSEFS	Exported protein	PFLU_5336	Pseudomonas fluorescens (strain SBW25)	247	
C3K2E1	unreviewed	C3K2E1_PSEFS	Ankyrin domain protein	PFLU_5338	Pseudomonas fluorescens (strain SBW25)	179	WP_015885988.1;
C3K2E5	unreviewed	C3K2E5_PSEFS	LuxR-family regulatory protein	PFLU_5342	Pseudomonas fluorescens (strain SBW25)	236	WP_015885992.1;
C3K2E7	unreviewed	C3K2E7_PSEFS	DUF2474 domain-containing protein	PFLU_5344	Pseudomonas fluorescens (strain SBW25)	55	WP_010206690.1;
C3K2E8	unreviewed	C3K2E8_PSEFS	Cytochrome oxidase subunit II	PFLU_5345	Pseudomonas fluorescens (strain SBW25)	335	
C3K2F0	unreviewed	C3K2F0_PSEFS	Membrane protein	PFLU_5347	Pseudomonas fluorescens (strain SBW25)	416	WP_015885996.1;
C3K2F1	unreviewed	C3K2F1_PSEFS	Dehydrogenase	PFLU_5348	Pseudomonas fluorescens (strain SBW25)	727	WP_015885997.1;
C3K2F2	unreviewed	C3K2F2_PSEFS	Oxidoreductase	PFLU_5349	Pseudomonas fluorescens (strain SBW25)	329	WP_015885998.1;
C3K2F3	unreviewed	C3K2F3_PSEFS	Dehydrogenase	PFLU_5350	Pseudomonas fluorescens (strain SBW25)	168	WP_015885999.1;
C3K2F4	unreviewed	C3K2F4_PSEFS	Exported protein	PFLU_5351	Pseudomonas fluorescens (strain SBW25)	148	WP_015886000.1;
C3K2F5	unreviewed	C3K2F5_PSEFS	Transport-related membrane protein	PFLU_5352	Pseudomonas fluorescens (strain SBW25)	431	WP_015886001.1;
C3K2F7	unreviewed	C3K2F7_PSEFS	DUF2442 domain-containing protein	PFLU_5354	Pseudomonas fluorescens (strain SBW25)	155	WP_015886003.1;
C3K2F8	unreviewed	C3K2F8_PSEFS	DUF4160 domain-containing protein	PFLU_5355	Pseudomonas fluorescens (strain SBW25)	142	WP_015886004.1;
C3K2F9	unreviewed	C3K2F9_PSEFS	ABC transport system, outer membrane protein	PFLU_5356	Pseudomonas fluorescens (strain SBW25)	438	WP_015886005.1;
C3K2G1	unreviewed	C3K2G1_PSEFS	Puttive ABC transport system, ATP-binding protein	PFLU_5358	Pseudomonas fluorescens (strain SBW25)	578	WP_015886007.1;
C3K2G2	unreviewed	C3K2G2_PSEFS	Heme-binding protein	PFLU_5359	Pseudomonas fluorescens (strain SBW25)	210	WP_015886008.1;
C3K2G3	unreviewed	C3K2G3_PSEFS	TonB-dependent receptor protein	PFLU_5361	Pseudomonas fluorescens (strain SBW25)	918	WP_015886009.1;
C3K2G4	unreviewed	C3K2G4_PSEFS	Transmembrane sensor protein	PFLU_5362	Pseudomonas fluorescens (strain SBW25)	332	WP_015886010.1;
C3K2G5	unreviewed	C3K2G5_PSEFS	ECF-family sigma factor	PFLU_5363	Pseudomonas fluorescens (strain SBW25)	173	WP_015886011.1;
C3K2G8	unreviewed	C3K2G8_PSEFS	TetR-family regulatory protein	PFLU_5366	Pseudomonas fluorescens (strain SBW25)	235	
